simpliedtexture(1),ph,n,p,k,o,ca,mg,cu,fe,zn,soilfertilitystatus,croprecommendation1,croprecommendation2,fertilizerrecommendation1,fertilizerrecommendation2
3,-1.8303650835165768,-0.10399509489169484,-1.1682339918609226,0.4431411891259694,-0.04431270655727959,0.8813692478187185,0.8160371105661576,0.5435362604669025,0.488769318602247,0.45666671245987783,2,6,5,0,0
8,-2.0024727547452152,-0.0902117821161223,-0.5933274773811885,0.4431411891259694,-0.18498796546927773,-0.4107805849230499,0.8160371105661576,0.5435362604669025,0.488769318602247,-0.3032753333642914,2,6,5,0,0
11,-1.6582574122879368,-0.06264515656497718,0.29298673244173523,0.4431411891259694,0.237037811266717,-0.4723115293393245,1.0323778079590942,0.5435362604669025,0.488769318602247,-0.7124748965003826,2,6,5,0,0
11,-1.4861497410592983,-0.06264515656497718,-0.23401090583135453,0.30228257846927187,0.659063588002712,-0.04159491842540175,-0.9146884685773349,0.5435362604669025,0.8293751155376127,-0.7709319769483954,2,6,5,0,0
14,-1.4861497410592983,-0.07642846934054974,-0.5933274773811885,0.4431411891259694,-0.04431270655727959,0.5121835813210703,-1.5637105607561446,0.5435362604669025,0.2616987873120045,-0.3617324138123042,2,6,5,0,0
18,-1.14193439860202,-0.0902117821161223,-0.7849629822077668,0.4431411891259694,-0.3256632243812762,-0.5338424737555992,1.0323778079590942,-0.9991399754845693,0.488769318602247,-0.18636117246826525,2,7,4,0,0
3,-1.3140420698306583,0.06140465841517575,-1.2640517442742123,0.4431411891259694,-0.4663384832932745,-0.9030281402532473,0.38335571578028405,0.5435362604669025,0.2616987873120045,-1.3555027814285256,2,7,4,0,0
3,-1.6582574122879368,-0.06264515656497718,1.1313920660580146,0.4431411891259694,-0.4663384832932745,0.5737145257373452,0.5996964131732208,0.5435362604669025,-1.6684007286550624,-0.9463032182924345,2,6,5,0,0
3,-1.4861497410592983,-0.07642846934054974,1.3230275708845929,0.26706792580509753,-0.4663384832932745,0.8813692478187185,-0.48200707379146185,-0.9991399754845693,-1.1007244004294543,-1.0047602987404478,2,6,5,0,0
14,-1.4861497410592983,-0.04886184378940466,2.1853873426041943,0.4431411891259694,0.7997388469147105,0.5121835813210703,0.38335571578028405,0.5435362604669025,-1.6684007286550624,-0.7124748965003826,2,6,5,0,0
14,-1.3140420698306583,-0.0902117821161223,0.8678932469214702,-0.789371654120133,1.362439882562704,1.0659620810675425,0.8160371105661576,0.5435362604669025,-1.2142596660745775,0.8074091951479563,2,6,5,0,0
3,-1.4861497410592983,-0.07642846934054974,1.538617513814494,0.4431411891259694,-0.04431270655727959,5.373128190206771,0.8160371105661576,-0.484914563500745,-1.6684007286550624,-1.2385886205324999,2,6,5,0,0
14,-1.6582574122879368,-0.04886184378940466,-0.5933274773811885,0.4431411891259694,-0.3256632243812762,-0.8414971958369727,-1.1310291659702716,0.5435362604669025,1.0564456468278551,-1.0047602987404478,2,6,5,0,0
14,-1.3140420698306583,-0.0350785310138321,0.29298673244173523,0.4431411891259694,-0.18498796546927773,0.20452885923969694,-1.1310291659702716,-0.9991399754845693,0.8293751155376127,1.9765508041082167,2,6,5,0,0
14,-0.7977190561447416,-0.02129521823825954,-0.23401090583135453,0.4431411891259694,-0.3256632243812762,-0.5338424737555992,0.8160371105661576,-2.5418162114360405,0.7158398498924915,1.3335229191800737,1,13,12,0,0
3,-1.3140420698306583,-0.10399509489169484,-0.5933274773811885,-0.04986394817247148,1.362439882562704,1.435147747565191,-1.1310291659702716,0.5435362604669025,1.0564456468278551,0.1643813102198127,2,6,5,0,0
12,-1.6582574122879368,-0.07642846934054974,-0.7849629822077668,0.4431411891259694,0.7997388469147105,1.4966786919814654,-1.3473698633632079,0.5435362604669025,0.488769318602247,0.8074091951479563,2,6,5,0,0
3,-1.3140420698306583,-0.07642846934054974,-1.2640517442742123,0.4431411891259694,0.09636255235471886,0.4506526369047956,-1.1310291659702716,-2.5418162114360405,1.1699809124729783,-0.24481825291627857,2,7,4,0,0
7,-1.14193439860202,-0.10399509489169484,1.1313920660580146,0.4431411891259694,0.659063588002712,-0.2261877516742257,0.8160371105661576,0.5435362604669025,-1.6684007286550624,-0.8293890573964088,2,7,4,0,0
12,-0.28139604245882477,-0.0350785310138321,1.3230275708845929,-1.9866698447020605,0.09636255235471886,0.2660598036559717,-1.1310291659702716,-0.9991399754845693,0.488769318602247,-0.6540178160523693,1,7,4,0,0
3,-1.4861497410592983,-0.06264515656497718,2.1853873426041943,0.4431411891259694,-0.18498796546927773,0.20452885923969694,-1.1310291659702716,0.5435362604669025,0.488769318602247,-1.2385886205324999,2,6,5,0,0
3,-1.4861497410592983,-0.07642846934054974,0.8678932469214702,0.4431411891259694,-0.04431270655727959,0.4506526369047956,-1.3473698633632079,0.5435362604669025,-0.987189134784333,-1.0047602987404478,2,6,5,0,0
8,-1.14193439860202,-0.10399509489169484,1.538617513814494,-0.789371654120133,1.362439882562704,1.0659620810675425,-1.1310291659702716,0.5435362604669025,1.0564456468278551,1.9765508041082167,2,13,12,0,0
3,-0.9698267273733815,-0.04886184378940466,-0.5933274773811885,0.4431411891259694,1.503115141474702,0.2660598036559717,1.0323778079590942,0.5435362604669025,0.488769318602247,1.3335229191800737,1,13,12,0,0
18,-2.1745804259738537,-0.06264515656497718,0.29298673244173523,0.5839997997826669,1.2217646236507056,1.6812715252302894,-1.1310291659702716,0.5435362604669025,-1.6684007286550624,0.1643813102198127,2,6,5,0,0
3,-2.0024727547452152,-0.06264515656497718,-0.23401090583135453,0.4431411891259694,-0.3256632243812762,-0.964559084669522,-1.1310291659702716,0.5435362604669025,0.942910381182734,0.8074091951479563,2,6,5,0,0
3,-1.4861497410592983,-0.0902117821161223,-0.5933274773811885,0.4431411891259694,-0.18498796546927773,-0.2261877516742257,-1.3473698633632079,-0.9991399754845693,0.488769318602247,-0.24481825291627857,2,7,4,0,0
8,-1.4861497410592983,-0.06264515656497718,-0.7849629822077668,0.4431411891259694,-0.18498796546927773,-0.04159491842540175,-1.1310291659702716,0.5435362604669025,0.7158398498924915,-0.7124748965003826,2,6,5,0,0
3,-1.14193439860202,-0.0350785310138321,-1.2640517442742123,0.4431411891259694,-0.4663384832932745,-0.964559084669522,-1.1310291659702716,0.5435362604669025,0.6023045842473702,-0.6540178160523693,2,13,12,0,0
7,-1.3140420698306583,-0.06264515656497718,1.1313920660580146,0.5487851471184925,0.7997388469147105,-0.5338424737555992,1.0323778079590942,0.5435362604669025,0.8293751155376127,0.1643813102198127,2,6,5,0,0
3,-1.6582574122879368,-0.07642846934054974,1.3230275708845929,0.4431411891259694,-0.18498796546927773,1.1274930254838176,-1.1310291659702716,0.5435362604669025,0.488769318602247,0.8074091951479563,2,6,5,0,0
3,-2.0024727547452152,-0.11777840766726738,2.1853873426041943,0.7952877157677123,-0.18498796546927773,-0.16465680725795123,-1.1310291659702716,-0.9991399754845693,-0.7601186034940906,-0.24481825291627857,2,6,5,0,0
3,-1.8303650835165768,-0.10399509489169484,0.8678932469214702,0.4431411891259694,-0.3256632243812762,-0.16465680725795123,-1.1310291659702716,0.5435362604669025,1.0564456468278551,-0.7124748965003826,2,6,5,0,0
3,-1.14193439860202,-0.07642846934054974,1.538617513814494,0.7952877157677123,-1.0290395189412678,-0.4107805849230499,-1.3473698633632079,0.5435362604669025,0.488769318602247,-1.0632173791884607,2,13,12,0,0
7,-0.7977190561447416,-0.07642846934054974,-0.5933274773811885,0.4431411891259694,-1.0290395189412678,-0.10312586284167649,-1.1310291659702716,0.5435362604669025,0.942910381182734,-1.2385886205324999,1,6,5,0,0
3,-1.14193439860202,-0.07642846934054974,0.29298673244173523,0.4431411891259694,-0.4663384832932745,-0.5338424737555992,0.38335571578028405,0.5435362604669025,-1.6684007286550624,-1.0047602987404478,2,7,4,0,0
8,-1.3140420698306583,-0.11777840766726738,-0.23401090583135453,-2.7261775506497217,-0.6070137422052728,-0.5338424737555992,-1.1310291659702716,0.5435362604669025,0.488769318602247,1.9765508041082167,2,13,12,0,0
7,-0.9698267273733815,-0.0902117821161223,-0.5933274773811885,-3.1135387299556396,-0.6070137422052728,-0.8414971958369727,1.0323778079590942,-0.9991399754845693,1.0564456468278551,1.3335229191800737,1,13,12,0,0
9,-0.7977190561447416,-0.0902117821161223,-0.7849629822077668,0.4431411891259694,-0.4663384832932745,-0.9030281402532473,-1.1310291659702716,0.5435362604669025,-1.6684007286550624,0.1643813102198127,1,13,12,0,0
9,-0.7977190561447416,-0.04886184378940466,-1.2640517442742123,0.4431411891259694,-0.3256632243812762,-0.9030281402532473,-1.1310291659702716,0.5435362604669025,0.488769318602247,0.8074091951479563,1,13,12,0,0
9,-1.3140420698306583,-0.07642846934054974,1.1313920660580146,0.47835584179014373,-0.6070137422052728,-0.9030281402532473,0.38335571578028405,0.5435362604669025,1.0564456468278551,-0.24481825291627857,2,13,12,0,0
7,-0.9698267273733815,-0.06264515656497718,1.3230275708845929,0.4431411891259694,-0.4663384832932745,-0.8414971958369727,-1.1310291659702716,0.5435362604669025,0.488769318602247,-1.0047602987404478,1,6,5,0,0
7,-0.6256113849161031,-0.04886184378940466,2.1853873426041943,0.7952877157677123,-0.4663384832932745,-0.779966251420698,-1.1310291659702716,-0.9991399754845693,1.0564456468278551,-1.0632173791884607,1,16,10,0,0
9,-1.3140420698306583,-0.10399509489169484,0.8678932469214702,0.3727118837976206,-0.4663384832932745,-1.0876209735020714,1.0323778079590942,0.5435362604669025,1.0564456468278551,0.1643813102198127,2,16,10,0,0
8,-1.3140420698306583,-0.0902117821161223,1.538617513814494,-3.043109424627291,-0.4663384832932745,-1.0260900290857968,0.38335571578028405,0.5435362604669025,-1.6684007286550624,0.8074091951479563,2,6,5,0,0
8,-1.6582574122879368,-0.0902117821161223,-1.288006182377534,0.4431411891259694,-0.4663384832932745,-1.0260900290857968,0.8160371105661576,0.5435362604669025,1.0564456468278551,-0.24481825291627857,2,6,5,0,0
9,-1.4861497410592983,-0.06264515656497718,-1.288006182377534,0.4431411891259694,-0.4663384832932745,0.4506526369047956,-0.0493256790055889,-0.9991399754845693,0.488769318602247,-0.7124748965003826,2,6,5,0,0
9,-1.14193439860202,-0.06264515656497718,-1.7431405063406575,0.4431411891259694,-0.4663384832932745,0.019936025990872987,0.16701501838734784,0.5435362604669025,0.488769318602247,-0.6540178160523693,2,13,12,0,0
7,-1.14193439860202,-0.06264515656497718,-1.6712771920306906,0.4431411891259694,-0.3256632243812762,-0.8414971958369727,0.38335571578028405,0.5435362604669025,1.0564456468278551,-1.2385886205324999,2,16,10,0,0
9,-0.6256113849161031,-0.04886184378940466,-0.49750972496789897,0.33749723113344626,-0.4663384832932745,-0.964559084669522,0.38335571578028405,0.5435362604669025,-1.6684007286550624,-1.0047602987404478,1,16,10,0,0
11,-0.7977190561447416,-0.04886184378940466,-0.2819197820379989,-0.789371654120133,-0.4663384832932745,-0.5338424737555992,-0.48200707379146185,-0.9991399754845693,1.0564456468278551,1.9765508041082167,1,16,10,0,0
9,-1.3140420698306583,-0.10399509489169484,-1.1682339918609226,0.4431411891259694,-0.3256632243812762,-0.2261877516742257,1.0323778079590942,0.5435362604669025,0.488769318602247,1.3335229191800737,2,6,5,0,0
19,-1.3140420698306583,-0.06264515656497718,-0.6172819154845103,0.4431411891259694,-0.04431270655727959,0.8813692478187185,0.8160371105661576,0.5435362604669025,0.488769318602247,0.1643813102198127,2,12,8,0,0
17,-1.4861497410592983,-0.11777840766726738,-0.5933274773811885,0.4431411891259694,-0.18498796546927773,-0.4107805849230499,0.8160371105661576,0.5435362604669025,0.488769318602247,0.8074091951479563,2,6,5,0,0
18,-1.3140420698306583,-0.10399509489169484,0.29298673244173523,0.4431411891259694,0.237037811266717,-0.4723115293393245,1.0323778079590942,0.5435362604669025,0.488769318602247,-0.24481825291627857,2,12,8,0,0
8,-0.9698267273733815,-0.10399509489169484,-0.23401090583135453,0.30228257846927187,0.659063588002712,-0.04159491842540175,-0.9146884685773349,0.5435362604669025,0.8293751155376127,-0.7124748965003826,1,6,5,0,0
9,-1.14193439860202,-0.04886184378940466,-0.5933274773811885,0.4431411891259694,-0.04431270655727959,0.5121835813210703,-1.5637105607561446,0.5435362604669025,0.2616987873120045,-0.6540178160523693,2,6,5,0,0
9,-1.4861497410592983,-0.0902117821161223,-0.7849629822077668,0.4431411891259694,-0.3256632243812762,-0.5338424737555992,1.0323778079590942,-0.9991399754845693,0.488769318602247,0.1643813102198127,2,6,5,0,0
9,-0.7977190561447416,-0.0350785310138321,-1.2640517442742123,0.4431411891259694,-0.7476890011172712,-0.9030281402532473,0.38335571578028405,0.5435362604669025,0.2616987873120045,0.8074091951479563,1,14,7,0,0
9,-0.6256113849161031,-0.02129521823825954,1.1313920660580146,0.4431411891259694,-0.7476890011172712,0.5737145257373452,0.5996964131732208,0.5435362604669025,-1.6684007286550624,-0.24481825291627857,1,14,7,0,0
7,-1.3140420698306583,-0.07642846934054974,1.3230275708845929,0.26706792580509753,-0.4663384832932745,0.8813692478187185,-0.48200707379146185,-0.9991399754845693,-1.1007244004294543,-0.7124748965003826,2,6,5,0,0
4,-0.9698267273733815,-0.04886184378940466,2.1853873426041943,0.4431411891259694,-0.7476890011172712,0.5121835813210703,0.38335571578028405,0.5435362604669025,-1.6684007286550624,-0.6540178160523693,1,6,5,0,0
4,-1.3140420698306583,-0.06264515656497718,0.8678932469214702,0.7952877157677123,0.659063588002712,0.942900192234993,0.38335571578028405,0.5435362604669025,-1.7819359943001856,-1.2385886205324999,2,6,5,0,0
8,-1.3140420698306583,-0.10399509489169484,1.538617513814494,0.4431411891259694,0.37771307017871547,-0.10312586284167649,2.3304219923167127,-1.5133653874683926,-1.44133019736482,-1.0047602987404478,2,6,5,0,0
8,-1.14193439860202,-0.0902117821161223,-0.42564641065793285,0.7952877157677123,-0.7476890011172712,-0.4107805849230499,1.0323778079590942,-0.9991399754845693,-1.6684007286550624,1.9765508041082167,2,13,12,0,0
9,0.06281929999845359,-0.007511905462687015,-0.2100564677280319,-0.789371654120133,-0.4663384832932745,-0.5338424737555992,1.0323778079590942,0.5435362604669025,0.488769318602247,1.3335229191800737,0,8,3,0,1
12,0.40703464245573195,-0.0350785310138321,-0.5933274773811885,0.5135704944543181,-0.6070137422052728,-0.964559084669522,1.0323778079590942,0.5435362604669025,-1.1007244004294543,0.1643813102198127,0,8,3,0,1
8,-0.28139604245882477,-0.04886184378940466,0.29298673244173523,0.4431411891259694,-0.4663384832932745,-0.9030281402532473,0.16701501838734784,0.5435362604669025,-1.6684007286550624,0.8074091951479563,1,13,12,0,0
9,-1.4861497410592983,-0.06264515656497718,-0.23401090583135453,0.4431411891259694,-0.7476890011172712,-0.4723115293393245,-1.9963919555420175,-0.484914563500745,-1.1007244004294543,-0.24481825291627857,2,6,5,0,0
9,-0.7977190561447416,-0.04886184378940466,-0.5933274773811885,0.47835584179014373,-0.18498796546927773,0.4506526369047956,-0.26566637639852514,0.5435362604669025,-1.6684007286550624,-0.7124748965003826,1,13,12,0,0
9,0.23492697122709202,-0.0350785310138321,-0.7849629822077668,0.4431411891259694,-1.0290395189412678,-0.5338424737555992,-1.5637105607561446,0.5435362604669025,-0.6465833378489694,-0.6540178160523693,0,7,4,0,0
8,-1.6582574122879368,-0.04886184378940466,-1.2640517442742123,-0.789371654120133,-0.8883642600292695,-0.964559084669522,-1.1310291659702716,0.5435362604669025,0.1481635216668833,-0.6540178160523693,2,6,5,0,0
9,-1.6582574122879368,-0.07642846934054974,1.1313920660580146,-3.0078947719631164,-0.7476890011172712,-1.0260900290857968,1.0323778079590942,-0.484914563500745,-0.6465833378489694,-1.2385886205324999,2,6,5,0,0
9,-1.6582574122879368,-0.10399509489169484,1.3230275708845929,0.4431411891259694,-1.1697147778532662,-0.5338424737555992,-1.1310291659702716,-0.9991399754845693,-0.41951280655872486,-1.0047602987404478,2,6,5,0,0
9,-1.4861497410592983,-0.06264515656497718,2.1853873426041943,0.4431411891259694,-0.6070137422052728,0.3891216924885212,1.0323778079590942,-0.9991399754845693,-0.6465833378489694,1.9765508041082167,2,6,5,0,0
9,-1.8303650835165768,-0.0902117821161223,0.8678932469214702,0.4431411891259694,-0.6070137422052728,-0.964559084669522,-0.0493256790055889,1.0577616724507268,-0.6465833378489694,1.3335229191800737,2,6,5,0,0
6,-0.10928837123018637,-0.007511905462687015,1.538617513814494,0.4431411891259694,-1.0290395189412678,-1.0876209735020714,0.8160371105661576,0.5435362604669025,0.1481635216668833,0.1643813102198127,0,13,12,0,0
9,0.40703464245573195,-0.02129521823825954,-0.5933274773811885,-0.789371654120133,-0.7476890011172712,-0.4723115293393245,0.8160371105661576,1.0577616724507268,-0.41951280655872486,0.8074091951479563,0,9,11,0,0
9,0.23492697122709202,-0.007511905462687015,0.29298673244173523,0.4431411891259694,-0.8883642600292695,-0.5953734181718738,0.16701501838734784,0.5435362604669025,-0.6465833378489694,-0.24481825291627857,0,9,11,0,0
9,0.7512499849130088,0.006271407312885546,-0.23401090583135453,0.4431411891259694,-0.7476890011172712,0.4506526369047956,0.5996964131732208,-0.484914563500745,0.03462825602176207,-0.7124748965003826,0,1,1,0,0
8,0.7512499849130088,0.006271407312885546,-0.5933274773811885,0.4431411891259694,0.237037811266717,1.3120858587326414,0.38335571578028405,0.029310848483078158,0.1481635216668833,-0.6540178160523693,0,9,11,0,0
9,1.2675729985989272,0.006271407312885546,-0.7849629822077668,-0.789371654120133,0.5183883290907139,0.8813692478187185,-1.3473698633632079,0.5435362604669025,-0.5330480722038461,-0.6540178160523693,0,9,11,0,0
8,0.23492697122709202,-0.007511905462687015,-1.2640517442742123,0.4431411891259694,-0.7476890011172712,3.5271998577185304,-0.0493256790055889,0.5435362604669025,-0.6465833378489694,-0.42018949426031754,0,5,6,0,1
17,0.40703464245573195,-0.02129521823825954,1.1313920660580146,0.4431411891259694,-0.4663384832932745,0.6967764145698946,-0.26566637639852514,-0.484914563500745,-0.6465833378489694,0.28129547111583886,0,5,6,0,1
8,0.9233576561416488,-0.007511905462687015,1.3230275708845929,0.4431411891259694,-1.0290395189412678,-0.10312586284167649,-0.48200707379146185,-0.9991399754845693,-0.6465833378489694,0.8658662755959691,0,5,6,0,1
9,1.0954653273702872,0.006271407312885546,2.1853873426041943,0.4431411891259694,-0.3256632243812762,-0.5338424737555992,0.8160371105661576,-1.5133653874683926,-0.41951280655872486,-0.24481825291627857,0,5,6,0,1
9,1.0954653273702872,0.006271407312885546,0.8678932469214702,-0.789371654120133,-0.4663384832932745,-0.7184353070044234,0.5996964131732208,0.5435362604669025,0.37523405295712575,-0.4786465747083304,0,3,0,0,0
9,1.0954653273702872,-0.007511905462687015,1.538617513814494,-2.831821508642245,-0.4663384832932745,-0.8414971958369727,1.0323778079590942,-0.9991399754845693,-1.895471259945307,0.22283839066782601,0,1,1,0,0
9,0.9233576561416488,-0.02129521823825954,-0.23401090583135453,-2.3740310240079783,-0.18498796546927773,-0.4723115293393245,0.8160371105661576,-0.9991399754845693,1.2835161781180997,0.8074091951479563,0,1,1,0,0
9,1.783896012284844,-0.007511905462687015,-0.5933274773811885,-1.9514551920378862,1.0810893647387072,-0.8414971958369727,1.6813999001379034,-0.9991399754845693,-1.895471259945307,0.573580873355904,0,1,1,0,0
9,0.06281929999845359,-0.007511905462687015,-0.7849629822077668,-1.6697379707244915,1.2217646236507056,0.1429979148234222,1.0323778079590942,-0.9991399754845693,0.2616987873120045,2.5026645281403344,0,9,11,0,0
9,-0.10928837123018637,-0.02129521823825954,-1.2640517442742123,-2.3388163713438037,1.0810893647387072,0.3891216924885212,-0.6983477711843986,-0.9991399754845693,0.6023045842473702,-0.06944701157223909,1,9,11,0,0
9,-0.28139604245882477,-0.007511905462687015,1.1313920660580146,-0.789371654120133,1.0810893647387072,1.1274930254838176,0.38335571578028405,-0.9991399754845693,-0.6465833378489694,1.9765508041082167,1,17,7,0,0
9,0.23492697122709202,-0.007511905462687015,1.3230275708845929,-2.690962897985547,-0.04431270655727959,0.08146697040714773,0.5996964131732208,0.029310848483078158,1.510586709408342,1.5673512409721249,0,7,4,0,0
9,0.23492697122709202,-0.02129521823825954,2.1853873426041943,0.9713609790885842,-0.04431270655727959,1.435147747565191,-0.48200707379146185,1.57198708443455,0.7158398498924915,0.45666671245987783,0,17,7,0,0
9,0.40703464245573195,-0.02129521823825954,0.8678932469214702,-0.789371654120133,0.37771307017871547,-0.4107805849230499,1.0323778079590942,-0.9991399754845693,0.942910381182734,-0.3032753333642914,0,3,0,0,0
13,0.7512499849130088,-0.02129521823825954,0.29298673244173523,0.9361463264244099,-0.18498796546927773,-0.9030281402532473,0.8160371105661576,-1.5133653874683926,1.2835161781180997,-0.7124748965003826,0,1,1,0,0
9,0.5791423136843704,-0.02129521823825954,-0.23401090583135453,0.5135704944543181,-0.3256632243812762,-1.0260900290857968,0.16701501838734784,-0.9991399754845693,1.0564456468278551,-0.7709319769483954,0,1,1,0,0
19,0.7512499849130088,-0.02129521823825954,-0.5933274773811885,0.407926536461795,-0.04431270655727959,-0.8414971958369727,-1.1310291659702716,0.029310848483078158,0.488769318602247,-0.3617324138123042,0,1,1,0,0
9,0.7512499849130088,-0.02129521823825954,-0.7849629822077668,0.4431411891259694,-0.18498796546927773,0.5121835813210703,0.8160371105661576,1.57198708443455,0.6023045842473702,-0.18636117246826525,0,1,1,0,0
9,1.2675729985989272,-0.02129521823825954,-1.2640517442742123,0.4431411891259694,1.2217646236507056,2.3581119138093114,2.979444084495523,-0.484914563500745,0.37523405295712575,-1.3555027814285256,0,1,1,0,0
8,0.23492697122709202,-0.0350785310138321,1.1313920660580146,-0.789371654120133,1.0810893647387072,0.3891216924885212,0.16701501838734784,2.086212496418374,0.6023045842473702,-0.9463032182924345,0,1,1,0,0
8,0.23492697122709202,-0.02129521823825954,1.3230275708845929,0.4431411891259694,-0.18498796546927773,-0.10312586284167649,1.0323778079590942,1.57198708443455,0.37523405295712575,-1.0047602987404478,0,1,1,0,0
19,0.40703464245573195,-0.02129521823825954,2.1853873426041943,0.4431411891259694,-0.18498796546927773,0.3891216924885212,0.16701501838734784,0.5435362604669025,-1.6684007286550624,-0.7124748965003826,0,1,1,0,0
19,0.06281929999845359,-0.02129521823825954,0.8678932469214702,0.4431411891259694,-0.3256632243812762,-0.04159491842540175,1.0323778079590942,2.6004379084021974,1.0564456468278551,0.8074091951479563,0,1,1,0,0
9,0.40703464245573195,-0.02129521823825954,1.538617513814494,0.5487851471184925,-0.3256632243812762,0.4506526369047956,0.5996964131732208,-2.5418162114360405,1.0564456468278551,-1.2385886205324999,0,1,1,0,0
9,0.9233576561416488,0.006271407312885546,-0.23401090583135453,0.4431411891259694,1.2217646236507056,2.111988136144212,0.8160371105661576,-3.5702670354036887,-1.1007244004294543,-1.0047602987404478,0,9,11,0,0
8,0.9233576561416488,-0.007511905462687015,-0.5933274773811885,0.4431411891259694,-0.18498796546927773,0.20452885923969694,0.16701501838734784,0.029310848483078158,-0.6465833378489694,1.9765508041082167,0,1,1,0,0
8,0.9233576561416488,-0.02129521823825954,-0.7849629822077668,-0.789371654120133,1.2217646236507056,1.0659620810675425,0.8160371105661576,0.5435362604669025,-1.2142596660745775,1.3335229191800737,0,1,1,0,0
8,0.40703464245573195,-0.02129521823825954,-1.2640517442742123,0.4431411891259694,-0.04431270655727959,5.373128190206771,0.8160371105661576,-0.484914563500745,-1.6684007286550624,0.1643813102198127,0,1,1,0,0
8,0.5791423136843704,-0.02129521823825954,1.1313920660580146,0.4431411891259694,-0.3256632243812762,-0.8414971958369727,-1.1310291659702716,0.5435362604669025,1.0564456468278551,0.8074091951479563,0,1,1,0,0
19,0.23492697122709202,-0.02129521823825954,1.3230275708845929,0.4431411891259694,-0.18498796546927773,0.20452885923969694,-1.1310291659702716,-0.9991399754845693,0.8293751155376127,-0.24481825291627857,0,1,1,0,0
9,0.40703464245573195,0.020054720088458107,2.1853873426041943,0.5487851471184925,-0.18498796546927773,-0.5338424737555992,0.8160371105661576,-2.5418162114360405,0.7158398498924915,-0.7124748965003826,0,1,1,0,0
9,0.23492697122709202,0.020054720088458107,0.8678932469214702,-0.1555079061649946,1.0810893647387072,1.435147747565191,-1.1310291659702716,0.5435362604669025,1.0564456468278551,-0.6540178160523693,0,1,1,0,0
9,0.06281929999845359,-0.02129521823825954,-0.7849629822077668,0.4431411891259694,0.7997388469147105,1.4966786919814654,-1.3473698633632079,0.5435362604669025,0.488769318602247,-1.2385886205324999,0,9,11,0,0
8,0.23492697122709202,-0.02129521823825954,-1.2640517442742123,0.4431411891259694,0.09636255235471886,0.4506526369047956,-1.1310291659702716,-2.5418162114360405,1.1699809124729783,-1.0047602987404478,0,9,11,0,0
9,-0.10928837123018637,-0.02129521823825954,1.1313920660580146,0.4431411891259694,0.659063588002712,-0.2261877516742257,0.8160371105661576,0.5435362604669025,-1.6684007286550624,1.9765508041082167,0,9,11,0,0
9,-0.28139604245882477,-0.02129521823825954,1.3230275708845929,-1.9866698447020605,0.09636255235471886,0.2660598036559717,-1.1310291659702716,-0.9991399754845693,0.488769318602247,1.3335229191800737,1,9,11,0,0
9,-0.6256113849161031,-0.04886184378940466,2.1853873426041943,0.4431411891259694,-0.18498796546927773,0.20452885923969694,-1.1310291659702716,0.5435362604669025,0.488769318602247,0.1643813102198127,1,13,12,0,0
9,-0.9698267273733815,-0.04886184378940466,0.8678932469214702,0.4431411891259694,-0.04431270655727959,0.4506526369047956,-1.3473698633632079,0.5435362604669025,-0.987189134784333,0.8074091951479563,1,13,12,0,0
9,-0.45350371368746323,-0.02129521823825954,1.538617513814494,-0.789371654120133,1.362439882562704,1.0659620810675425,-1.1310291659702716,0.5435362604669025,1.0564456468278551,-0.24481825291627857,1,13,12,0,0
9,-0.28139604245882477,-0.04886184378940466,-0.23401090583135453,0.4431411891259694,1.503115141474702,0.2660598036559717,1.0323778079590942,0.5435362604669025,0.488769318602247,-0.7124748965003826,1,13,12,0,0
9,0.23492697122709202,-0.02129521823825954,-0.5933274773811885,0.5839997997826669,1.2217646236507056,1.6812715252302894,-1.1310291659702716,0.5435362604669025,-1.6684007286550624,-0.6540178160523693,0,13,12,0,0
9,0.23492697122709202,-0.02129521823825954,-0.7849629822077668,0.4431411891259694,-0.3256632243812762,-0.964559084669522,-1.1310291659702716,0.5435362604669025,0.942910381182734,0.1643813102198127,0,7,4,0,0
9,0.06281929999845359,-0.02129521823825954,-1.2640517442742123,0.4431411891259694,-0.18498796546927773,-0.2261877516742257,-1.3473698633632079,-0.9991399754845693,0.488769318602247,0.8074091951479563,0,5,6,0,1
9,0.5791423136843704,-0.02129521823825954,1.1313920660580146,0.4431411891259694,-0.18498796546927773,-0.04159491842540175,-1.1310291659702716,0.5435362604669025,0.7158398498924915,-0.24481825291627857,0,5,6,0,1
9,0.40703464245573195,-0.02129521823825954,1.3230275708845929,0.4431411891259694,-0.4663384832932745,-0.964559084669522,-1.1310291659702716,0.5435362604669025,0.6023045842473702,-0.7124748965003826,0,5,6,0,1
9,0.7512499849130088,-0.02129521823825954,2.1853873426041943,0.5487851471184925,0.7997388469147105,-0.5338424737555992,1.0323778079590942,0.5435362604669025,0.8293751155376127,-0.6540178160523693,0,5,6,0,1
9,0.40703464245573195,-0.02129521823825954,0.8678932469214702,0.4431411891259694,-0.18498796546927773,1.1274930254838176,-1.1310291659702716,0.5435362604669025,0.488769318602247,-1.2385886205324999,0,5,6,0,1
9,0.40703464245573195,-0.02129521823825954,-0.5933274773811885,0.7952877157677123,-0.18498796546927773,-0.16465680725795123,-1.1310291659702716,-0.9991399754845693,-0.7601186034940906,-1.0047602987404478,0,5,6,0,1
